customer_id,first_purchase_date,last_purchase_date,total_quantity,recency,frequency,monetary,life_time
1578,2021-02-12,2021-03-24,10,285,5,91,325
1579,2021-02-22,2021-02-22,6,315,1,26.880000000000003,315
1580,2021-01-26,2021-01-26,1,342,1,3.75,342
1581,2021-10-12,2021-10-12,2,83,1,10,83
1582,2021-04-05,2021-04-05,1,273,1,3.12,273
1583,2021-02-18,2021-02-18,2,319,1,3.63,319
1584,2021-02-05,2021-03-25,9,284,4,75.61,332
1585,2021-01-02,2021-04-02,11,276,3,69.25,366
1586,2021-02-08,2021-02-08,1,329,1,16.12,329
1588,2021-04-03,2021-06-12,6,205,2,43.95,275
1589,2021-01-26,2021-01-26,4,342,1,29.689999999999998,342
1590,2021-02-12,2021-03-27,12,282,5,34.22,325
1591,2021-01-12,2021-02-15,7,322,3,98.3,356
1592,2021-08-12,2021-08-12,1,144,1,40.89,144
1593,2021-03-13,2021-03-22,3,287,2,11.12,296
1594,2021-02-23,2021-02-23,2,314,1,32.32,314
1595,2021-01-02,2021-01-24,3,344,2,16.869999999999997,366
1596,2021-06-17,2021-06-17,7,200,1,109.98,200
1597,2021-04-11,2021-04-11,1,267,1,5.73,267
1598,2021-02-15,2021-02-15,9,322,1,51.96,322
1599,2021-06-25,2021-06-25,1,192,1,7.15,192
1600,2021-02-25,2021-02-25,3,312,1,21.92,312
1601,2021-08-23,2021-08-23,1,133,1,6.21,133
1602,2021-05-01,2021-05-01,2,247,1,11.27,247
1603,2021-06-09,2021-06-09,2,208,1,10.16,208
1604,2021-02-07,2021-02-07,4,330,1,37.519999999999996,330
1605,2021-02-11,2021-02-12,7,325,2,121.91999999999999,326
1606,2021-02-05,2021-02-05,14,332,1,31.71,332
1607,2021-03-23,2021-03-23,1,286,1,24.06,286
1608,2021-02-17,2021-08-12,7,144,5,109.93,320
1609,2021-05-26,2021-05-26,3,222,1,17.71,222
1610,2021-01-11,2021-03-10,25,299,7,227.41,357
1611,2021-02-14,2021-02-14,4,323,1,14.01,323
1612,2021-01-28,2021-01-28,1,340,1,18.32,340
1613,2021-05-09,2021-12-06,7,28,3,323.9,239
1614,2021-01-02,2021-01-02,1,366,1,5.32,366
1615,2021-01-16,2021-04-21,6,257,3,27.94,352
1616,2021-02-09,2021-02-09,5,328,1,117.56,328
1617,2021-02-02,2021-03-08,12,301,2,42.88,335
1618,2021-03-25,2021-04-23,5,255,3,46.03,284
1619,2021-02-08,2021-02-08,1,329,1,22.38,329
1620,2021-03-25,2021-03-25,1,284,1,3.82,284
1621,2021-01-07,2021-02-16,2,321,2,14.38,361
1622,2021-01-08,2021-03-19,16,290,3,67.83,360
1623,2021-01-26,2021-03-23,5,286,2,104.86,342
1624,2021-12-05,2021-12-05,3,29,1,25.13,29
1625,2021-06-10,2021-07-15,9,172,2,52.26,207
1626,2021-01-14,2021-05-07,19,241,5,382.19,354
1627,2021-03-13,2021-03-13,1,296,1,2.37,296
1628,2021-01-13,2021-01-13,6,355,1,59.480000000000004,355
1629,2021-01-07,2021-01-07,3,361,1,9.49,361
1630,2021-01-05,2021-03-25,10,284,5,129.58,363
1631,2021-02-01,2021-02-01,2,336,1,15.969999999999999,336
1632,2021-01-10,2021-01-10,1,358,1,5.73,358
1633,2021-04-02,2021-04-02,2,276,1,73.08,276
1634,2021-04-03,2021-04-03,7,275,1,49.72,275
1635,2021-01-04,2021-03-27,9,282,6,66.95,364
1636,2021-01-05,2021-03-07,15,302,8,102.69,363
1637,2021-01-10,2021-03-24,14,285,6,36.08,358
1638,2021-04-25,2021-04-25,1,253,1,6.13,253
1639,2021-03-09,2021-03-09,1,300,1,5.18,300
1640,2021-01-21,2021-03-02,7,307,2,116.03,347
1641,2021-01-12,2021-01-12,2,356,1,15.23,356
1642,2021-02-04,2021-02-04,26,333,1,367.8,333
1643,2021-01-04,2021-04-23,4,255,2,14.98,364
1644,2021-01-19,2021-01-19,17,349,1,89.43,349
1645,2021-02-20,2021-02-20,11,317,1,54.75,317
1646,2021-03-01,2021-07-21,2,166,2,22.93,308
1647,2021-03-14,2021-03-14,3,295,1,15.180000000000001,295
1648,2021-01-10,2021-09-10,5,115,3,39.07,358
1649,2021-01-25,2021-05-28,19,220,4,138,343
1650,2021-03-24,2021-03-24,1,285,1,6.75,285
1651,2021-11-12,2021-11-12,1,52,1,7.23,52
1652,2021-03-31,2021-03-31,2,278,1,11.440000000000001,278
1653,2021-05-01,2021-08-18,12,138,2,104.39999999999999,247
1654,2021-02-10,2021-08-23,9,133,3,100.44,327
1655,2021-01-02,2021-05-01,7,247,4,108.11,366
1656,2021-03-08,2021-03-08,1,301,1,4.71,301
1657,2021-10-15,2021-10-15,1,80,1,22.42,80
1658,2021-01-14,2021-04-13,54,265,13,284.66,354
1659,2021-01-02,2021-12-22,23,12,16,222.1,366
1660,2021-01-03,2022-01-01,278,2,77,1416.12,365
1661,2021-10-10,2021-10-10,3,85,1,17.97,85
1662,2021-07-01,2021-12-24,12,10,4,174.82,186
1663,2021-02-14,2021-02-14,2,323,1,8.41,323
1664,2021-07-05,2021-10-08,3,87,2,3.61,182
1665,2021-01-07,2021-12-30,262,4,71,1786.14,361
1666,2021-01-02,2022-01-01,119,2,52,679.19,366
1667,2021-05-04,2021-05-04,1,244,1,8.22,244
1668,2021-01-15,2021-01-15,1,353,1,4.47,353
1669,2021-01-04,2021-12-22,14,12,3,165.1,364
1670,2021-01-21,2021-11-07,33,57,11,224.55,347
1671,2021-05-11,2021-05-11,1,237,1,3.78,237
1672,2021-01-21,2021-10-23,7,72,2,38.660000000000004,347
1673,2021-06-10,2021-06-10,5,207,1,0.55,207
1674,2021-10-02,2021-12-05,2,29,2,12.52,93
1675,2021-03-11,2021-10-28,3,67,2,55.92,298
1676,2021-05-07,2021-12-18,6,16,3,55.28,241
1677,2021-02-11,2021-02-13,2,324,2,13.74,326
1678,2021-11-14,2021-11-14,2,50,1,23.72,50
1679,2021-05-15,2021-12-25,5,9,2,27.8,233
1680,2021-02-20,2021-12-02,3,32,3,24.1,317
1681,2021-04-08,2021-08-16,9,140,5,109.6,270
1682,2021-03-05,2021-03-05,3,304,1,73.35,304
1683,2021-01-12,2021-10-27,65,68,33,306.69,356
1684,2021-01-14,2021-12-31,11,3,4,87.09,354
1685,2021-01-04,2021-12-22,310,12,66,1352.61,364
1686,2021-01-10,2021-12-04,20,30,8,268.16,358
1687,2021-01-14,2021-08-28,12,128,6,55.4,354
1688,2021-03-09,2021-03-09,2,300,1,6.8,300
1689,2021-03-22,2021-08-24,3,132,3,24.37,287
1690,2021-09-15,2021-12-31,14,3,6,166.97,110
1691,2021-06-24,2021-07-31,8,156,2,17.009999999999998,193
1692,2021-06-26,2021-08-24,6,132,3,24.349999999999998,191
1693,2021-01-26,2021-01-26,3,342,1,6.07,342
1694,2021-01-11,2021-12-30,439,4,52,1035.63,357
1695,2021-11-28,2021-12-29,4,5,3,30.02,36
1696,2021-05-04,2021-05-12,2,236,2,24.99,244
1697,2021-02-05,2021-11-05,12,59,7,49.77,332
1698,2021-03-15,2021-04-28,3,250,2,30.42,294
1699,2021-04-02,2021-11-06,8,58,4,53.120000000000005,276
1700,2021-12-05,2021-12-05,1,29,1,6.68,29
1701,2021-11-29,2021-12-17,7,17,2,128.37,35
1702,2021-01-08,2021-12-31,124,3,49,1020.9399999999999,360
1703,2021-01-31,2021-12-24,70,10,31,352.4,337
1704,2021-11-02,2021-11-12,5,52,2,33.82,62
1705,2021-09-22,2021-09-22,1,103,1,19.62,103
1706,2021-01-07,2021-01-07,3,361,1,11.549999999999999,361
1707,2021-05-08,2021-05-08,1,240,1,13.23,240
1708,2021-04-29,2021-04-29,1,249,1,5.08,249
1709,2021-06-28,2021-06-28,2,189,1,12.3,189
1710,2021-01-05,2021-12-30,366,4,72,1297.78,363
1711,2021-05-13,2021-08-31,2,125,2,7.1,235
1712,2021-01-14,2021-01-14,2,354,1,15.650000000000002,354
1713,2021-01-16,2021-12-18,26,16,13,127.7,352
1714,2021-05-22,2021-05-22,2,226,1,9.59,226
1715,2021-04-10,2021-04-10,2,268,1,2.92,268
1716,2021-01-29,2021-11-04,13,60,10,90.69,339
1717,2021-04-14,2021-04-14,1,264,1,1.62,264
1718,2021-06-17,2021-10-02,4,93,4,33.28,200
1719,2021-05-08,2021-05-08,1,240,1,9.03,240
1720,2021-08-25,2021-08-25,1,131,1,2.62,131
1721,2021-01-14,2021-05-26,5,222,3,55.25,354
1722,2021-11-04,2021-11-04,2,60,1,29.39,60
1723,2021-03-31,2021-11-07,8,57,5,72.02,278
1724,2021-05-12,2021-11-18,3,46,2,15.459999999999999,236
1725,2021-01-02,2021-11-07,229,57,33,496.65999999999997,366
1726,2021-12-03,2021-12-03,2,31,1,37.09,31
1727,2021-03-17,2021-10-11,29,84,10,130.9,292
1728,2021-01-06,2021-12-02,19,32,13,218.08,362
1729,2021-03-10,2021-12-19,5,15,3,27.77,299
1730,2021-11-17,2021-12-28,2,6,2,34.61,47
1731,2021-05-23,2021-05-24,5,224,2,11.47,225
1732,2021-04-01,2021-04-01,1,277,1,4.95,277
1733,2021-06-17,2021-12-10,7,24,5,114.78,200
1734,2021-04-04,2021-12-31,5,3,4,34.839999999999996,274
1735,2021-05-30,2021-05-30,2,218,1,8.219999999999999,218
1736,2021-03-29,2021-10-28,4,67,2,10.33,280
1737,2021-03-14,2021-03-14,6,295,1,26.45,295
1738,2021-04-12,2021-04-12,1,266,1,8.65,266
1739,2021-03-05,2021-03-05,1,304,1,10.98,304
1740,2021-04-03,2021-04-03,2,275,1,6.59,275
1741,2021-01-18,2021-02-23,8,314,3,188.01999999999998,350
1742,2021-02-23,2021-02-23,1,314,1,4.91,314
1743,2021-02-05,2021-02-05,2,332,1,3.75,332
1744,2021-02-04,2021-03-16,2,293,2,9.59,333
1745,2021-01-22,2021-01-22,1,346,1,4.72,346
1746,2021-04-08,2021-04-08,3,270,1,72.85,270
1747,2021-02-23,2021-02-23,9,314,1,60.93,314
1748,2021-01-23,2021-01-23,2,345,1,14.85,345
1749,2021-01-26,2021-03-07,3,302,2,8.35,342
1750,2021-01-16,2021-03-18,30,291,7,278.43,352
1751,2021-03-09,2021-03-09,13,300,1,82.76,300
1752,2021-02-20,2021-02-20,6,317,1,42.32,317
1753,2021-01-27,2021-01-27,1,341,1,10.98,341
1754,2021-02-24,2021-02-24,2,313,1,6.26,313
1755,2021-07-08,2021-09-15,7,110,3,82,179
1756,2021-02-25,2021-02-25,3,312,1,42.68,312
1757,2021-01-25,2021-01-25,3,343,1,9.45,343
1758,2021-08-17,2021-08-17,3,139,1,10.89,139
1759,2021-05-23,2021-05-23,1,225,1,18.25,225
1760,2021-01-27,2021-01-27,3,341,1,38.24,341
1761,2021-02-19,2021-02-19,3,318,1,6.5600000000000005,318
1762,2021-01-03,2021-04-18,10,260,5,39.51,365
1763,2021-02-03,2021-03-19,23,290,5,793.71,334
1764,2021-01-10,2021-08-19,3,137,3,12.559999999999999,358
1765,2021-01-02,2021-05-22,6,226,4,39.65,366
1766,2021-01-14,2021-01-14,3,354,1,11.25,354
1767,2021-03-05,2021-03-05,4,304,1,3.82,304
1768,2021-01-24,2021-03-08,4,301,3,25.18,344
1769,2021-01-14,2021-04-10,21,268,7,103.45,354
1770,2021-04-13,2021-04-13,2,265,1,31.66,265
1771,2021-01-13,2021-03-18,10,291,4,82.03,355
1772,2021-06-18,2021-07-28,5,159,3,206.25,199
1773,2021-02-08,2021-04-19,16,259,3,56.09,329
1774,2021-10-22,2021-10-22,3,73,1,15.16,73
1775,2021-03-30,2021-03-30,1,279,1,1.75,279
1776,2021-03-06,2021-03-25,3,284,2,16.36,303
1777,2021-02-11,2021-02-19,3,318,2,17.77,326
1778,2021-02-09,2021-02-11,13,326,2,154.79,328
1779,2021-04-18,2021-04-18,1,260,1,4.98,260
1780,2021-04-14,2021-04-14,2,264,1,8.7,264
1781,2021-01-22,2021-01-22,2,346,1,30.330000000000002,346
1782,2021-02-16,2021-02-16,1,321,1,4.06,321
1783,2021-02-06,2021-06-09,18,208,6,147.85999999999999,331
1784,2021-10-23,2021-10-23,1,72,1,7.43,72
1785,2021-02-13,2021-02-13,1,324,1,3.82,324
1786,2021-03-06,2021-03-12,7,297,2,46.08,303
1787,2021-01-11,2021-03-01,8,308,3,43.66,357
1788,2021-05-12,2021-05-12,1,236,1,2.19,236
1789,2021-01-31,2021-01-31,2,337,1,11.559999999999999,337
1790,2021-05-11,2021-05-11,4,237,1,10.43,237
1791,2021-01-10,2021-01-10,2,358,1,5.449999999999999,358
1792,2021-03-19,2021-03-19,2,290,1,18.66,290
1793,2021-02-20,2021-03-14,3,295,2,11.66,317
1794,2021-01-02,2021-03-05,2,304,2,35.92,366
1795,2021-04-09,2021-10-22,31,73,10,414.99,269
1796,2021-01-31,2021-01-31,2,337,1,11.8,337
1797,2021-03-08,2021-03-08,1,301,1,13.44,301
1798,2021-01-24,2021-01-24,2,344,1,12.27,344
1799,2021-03-26,2021-03-26,1,283,1,4.98,283
1800,2021-06-12,2021-06-12,1,205,1,12.87,205
1801,2021-02-04,2021-02-04,7,333,1,53.12,333
1802,2021-02-15,2021-02-15,4,322,1,17.65,322
1803,2021-02-12,2021-02-12,4,325,1,88.57,325
1804,2021-02-12,2021-02-12,2,325,1,13.9,325
1805,2021-01-19,2021-02-17,5,320,2,58.66,349
1806,2021-02-12,2021-02-12,2,325,1,8.72,325
1807,2021-08-13,2021-08-13,3,143,1,10.82,143
1808,2021-04-01,2021-04-01,2,277,1,9.36,277
1809,2021-01-12,2021-02-05,3,332,2,46.8,356
1810,2021-01-22,2021-03-08,5,301,3,30.04,346
1811,2021-01-28,2021-01-28,1,340,1,3.9,340
1812,2021-03-05,2021-04-04,8,274,2,76.64,304
1813,2021-05-08,2021-05-08,2,240,1,12,240
1814,2021-04-07,2021-04-07,2,271,1,53.29,271
1815,2021-03-11,2021-03-11,1,298,1,10.62,298
1816,2021-03-18,2021-03-18,3,291,1,17.87,291
1817,2021-01-26,2021-01-26,1,342,1,2,342
1818,2021-02-01,2021-02-01,3,336,1,15.52,336
1819,2021-03-14,2021-03-14,2,295,1,11.32,295
1820,2021-01-05,2021-03-02,28,307,3,413.61,363
1821,2021-01-09,2021-04-10,29,268,8,135.97,359
1822,2021-05-17,2021-05-17,2,231,1,10.940000000000001,231
1823,2021-03-22,2021-08-24,15,132,3,218.84,287
1824,2021-02-09,2021-05-09,6,239,4,24.400000000000002,328
1825,2021-04-25,2021-06-06,4,211,3,35.510000000000005,253
1826,2021-07-23,2021-07-23,2,164,1,10.83,164
1827,2021-06-26,2021-11-17,3,47,2,32.74,191
1828,2021-03-31,2021-03-31,2,278,1,15.34,278
1829,2021-01-15,2021-03-04,3,305,3,10.3,353
1830,2021-01-16,2021-01-21,7,347,3,85.32,352
1831,2021-09-22,2021-09-22,2,103,1,16.439999999999998,103
1832,2021-01-16,2021-01-16,1,352,1,5.38,352
1833,2021-03-08,2021-03-08,3,301,1,18.73,301
1834,2021-03-14,2021-03-14,1,295,1,10.85,295
1835,2021-09-21,2021-09-21,2,104,1,16.5,104
1836,2021-11-10,2021-11-10,3,54,1,34.589999999999996,54
1837,2021-06-11,2021-07-19,6,168,2,89.23,206
1838,2021-01-18,2021-03-17,8,292,3,117.26,350
1839,2021-03-05,2021-03-05,4,304,1,40.1,304
1840,2021-01-26,2021-02-20,8,317,3,37.519999999999996,342
1841,2021-07-22,2021-07-22,1,165,1,4.02,165
1842,2021-06-28,2021-06-28,1,189,1,7.88,189
1843,2021-04-09,2021-04-09,5,269,1,65.65,269
1844,2021-10-22,2021-10-22,2,73,1,6.41,73
1845,2021-07-07,2021-09-19,4,106,2,71.12,180
1846,2021-01-25,2021-01-25,1,343,1,3.81,343
1847,2021-03-14,2021-06-21,14,196,4,89.31,295
1848,2021-06-24,2021-06-24,6,193,1,20.46,193
1849,2021-01-07,2021-04-05,4,273,3,43.26,361
1850,2021-02-08,2021-03-20,14,289,5,51.67,329
1851,2021-01-28,2021-01-28,2,340,1,3.54,340
1852,2021-02-17,2021-02-17,1,320,1,9.13,320
1853,2021-01-19,2021-03-13,12,296,5,279.89,349
1854,2021-12-13,2021-12-13,1,21,1,6.44,21
1855,2021-06-10,2021-06-10,1,207,1,7.15,207
1856,2021-04-29,2021-04-29,4,249,1,25.57,249
1857,2021-01-06,2021-04-12,9,266,6,68.06,362
1858,2021-04-12,2021-04-12,1,266,1,32.31,266
1859,2021-01-19,2021-08-20,34,136,6,252.59,349
1860,2021-02-08,2021-02-08,3,329,1,20.23,329
1861,2021-02-12,2021-03-02,11,307,2,43.44,325
1862,2021-01-03,2021-08-18,70,138,21,922.4,365
1863,2021-01-04,2021-01-04,10,364,1,38.339999999999996,364
1864,2021-02-27,2021-02-27,1,310,1,6.12,310
1865,2021-01-19,2021-02-19,15,318,5,121.63,349
1866,2021-05-02,2021-05-02,1,246,1,4.57,246
1867,2021-01-11,2021-01-11,4,357,1,8.379999999999999,357
1868,2021-01-27,2021-02-10,8,327,4,99.35,341
1869,2021-02-09,2021-02-09,1,328,1,8.94,328
1870,2021-02-26,2021-03-02,3,307,2,34.4,311
1871,2021-02-23,2021-02-23,1,314,1,2.06,314
1872,2021-01-20,2021-01-20,12,348,1,86.96,348
1873,2021-06-15,2021-06-15,2,202,1,28.150000000000002,202
1874,2021-01-14,2021-03-26,14,283,4,148.78,354
1875,2021-02-08,2021-02-08,1,329,1,7.71,329
1876,2021-02-05,2021-02-05,2,332,1,17.58,332
1877,2021-01-08,2021-04-22,11,256,2,83.9,360
1878,2021-01-18,2021-03-23,17,286,3,113,350
1879,2021-02-04,2021-03-02,9,307,2,29.810000000000002,333
1880,2021-04-15,2021-04-15,3,263,1,51.78,263
1881,2021-04-04,2021-04-04,1,274,1,10.44,274
1882,2021-01-22,2021-10-26,12,69,6,94.58,346
1883,2021-02-25,2021-02-25,1,312,1,6.44,312
1884,2021-02-23,2021-02-23,9,314,1,68,314
1885,2021-02-19,2021-03-10,3,299,2,13.24,318
1886,2021-01-07,2021-01-07,1,361,1,7.23,361
1887,2021-01-11,2021-01-11,1,357,1,33.18,357
1888,2021-06-22,2021-06-22,4,195,1,22.32,195
1889,2021-02-12,2021-02-12,1,325,1,5.73,325
1890,2021-01-25,2021-02-09,22,328,3,76.61,343
1891,2021-01-02,2021-01-02,2,366,1,9.82,366
1892,2021-11-15,2021-11-15,3,49,1,35.25,49
1893,2021-01-21,2021-04-06,16,272,4,305.15000000000003,347
1894,2021-01-03,2021-03-23,31,286,6,298.42,365
1895,2021-06-02,2021-06-02,1,215,1,11.49,215
1896,2021-02-01,2021-02-01,1,336,1,6,336
1897,2021-01-21,2021-04-23,15,255,6,71.03,347
1898,2021-03-03,2021-07-15,2,172,2,11.719999999999999,306
1899,2021-06-02,2021-06-09,3,208,2,12.34,215
1900,2021-01-19,2021-03-01,5,308,3,29.98,349
1901,2021-04-05,2021-04-05,5,273,1,32.730000000000004,273
1902,2021-03-14,2021-04-04,4,274,2,27.599999999999998,295
1903,2021-01-08,2021-01-19,3,349,2,12.690000000000001,360
1904,2021-01-13,2021-01-18,8,350,2,37.68,355
1905,2021-01-09,2021-01-09,1,359,1,4.38,359
1906,2021-01-03,2021-03-18,3,291,2,16.95,365
1907,2021-02-16,2021-03-19,4,290,2,23.1,321
1908,2021-01-02,2021-03-26,7,283,3,75.78,366
1909,2021-05-11,2021-05-11,1,237,1,8.12,237
1910,2021-01-07,2021-01-07,4,361,1,39.05,361
1911,2021-03-01,2021-03-01,3,308,1,12.61,308
1912,2021-01-16,2021-06-15,2,202,2,29.84,352
1913,2021-05-20,2021-05-20,2,228,1,50.57,228
1914,2021-02-15,2021-02-15,2,322,1,4.74,322
1915,2021-02-05,2021-03-02,6,307,2,45.04,332
1916,2021-01-14,2021-11-05,13,59,4,110.7,354
1917,2021-01-16,2021-06-27,4,190,2,62.46,352
1918,2021-02-03,2021-02-03,11,334,1,71.84,334
1919,2021-02-24,2021-02-24,7,313,1,11.09,313
1920,2021-09-05,2021-10-29,8,66,2,63,120
1921,2021-01-19,2021-01-19,3,349,1,12.329999999999998,349
1922,2021-01-30,2021-04-08,9,270,3,145.87,338
1923,2021-01-08,2021-02-08,152,329,2,42.47,360
1924,2021-01-20,2021-01-20,4,348,1,27.08,348
1925,2021-01-11,2021-03-21,9,288,7,40.019999999999996,357
1926,2021-06-05,2021-06-05,1,212,1,11.94,212
1927,2021-01-08,2021-01-08,4,360,1,18.77,360
1928,2021-01-11,2021-07-19,7,168,4,83.38,357
1929,2021-01-19,2021-01-19,13,349,1,83.08,349
1930,2021-02-10,2021-02-10,1,327,1,8.46,327
1931,2021-01-21,2021-01-21,2,347,1,8.420000000000002,347
1932,2021-02-18,2021-02-18,1,319,1,5.73,319
1933,2021-10-25,2021-10-25,3,70,1,20.72,70
1934,2021-01-05,2021-03-08,2,301,2,28.32,363
1935,2021-04-12,2021-04-12,1,266,1,6.62,266
1936,2021-02-06,2021-02-07,3,330,2,15.87,331
1937,2021-01-14,2021-05-04,9,244,3,37.37,354
1938,2021-04-30,2021-04-30,3,248,1,13.879999999999999,248
1939,2021-03-22,2021-03-22,2,287,1,9,287
1940,2021-01-14,2021-03-19,19,290,3,309.05,354
1941,2021-02-11,2021-03-30,10,279,3,75.78999999999999,326
1942,2021-02-09,2021-02-09,1,328,1,1.94,328
1943,2021-03-03,2021-03-03,7,306,1,346.12,306
1944,2021-03-09,2021-03-09,5,300,1,34.82,300
1945,2021-01-05,2021-01-05,9,363,1,70.71,363
1946,2021-05-05,2021-05-05,1,243,1,13.08,243
1947,2021-02-10,2021-02-10,4,327,1,62.540000000000006,327
1948,2021-04-04,2021-04-04,4,274,1,15.81,274
1949,2021-03-16,2021-03-16,1,293,1,25.18,293
1950,2021-01-06,2021-01-19,2,349,2,47.58,362
1951,2021-03-16,2021-03-16,1,293,1,2.43,293
1952,2021-02-26,2021-02-26,1,311,1,6.68,311
1953,2021-01-18,2021-04-30,10,248,5,34.22,350
1954,2021-06-25,2021-06-25,1,192,1,3,192
1955,2021-03-12,2021-03-12,2,297,1,11.19,297
1956,2021-02-20,2021-02-20,2,317,1,12.19,317
1957,2021-03-11,2021-12-23,4,11,2,29.34,298
1958,2021-01-14,2021-04-18,8,260,6,43.21,354
1959,2021-04-16,2021-04-16,2,262,1,14.809999999999999,262
1960,2021-03-04,2021-03-04,1,305,1,5.31,305
1961,2021-02-16,2021-03-08,7,301,2,69.08,321
1962,2021-03-13,2021-03-13,2,296,1,3.81,296
1963,2021-03-11,2021-06-08,7,209,3,60.24,298
1964,2021-01-23,2021-01-23,4,345,1,19.310000000000002,345
1965,2021-01-23,2021-01-23,1,345,1,5,345
1966,2021-03-14,2021-03-14,1,295,1,9.62,295
1967,2021-01-15,2021-02-01,3,336,2,20.55,353
1968,2021-07-22,2021-07-22,1,165,1,4.06,165
1969,2021-01-28,2021-03-06,14,303,2,120.28999999999999,340
1970,2021-07-13,2021-07-13,1,174,1,15.43,174
1971,2021-03-01,2021-06-29,8,188,3,65,308
1972,2021-01-09,2021-03-05,32,304,7,305.12,359
1973,2021-01-13,2021-01-13,4,355,1,50.42,355
1974,2021-04-16,2021-04-16,2,262,1,27.63,262
1975,2021-01-09,2021-06-11,3,206,2,58.660000000000004,359
1976,2021-02-27,2021-02-27,1,310,1,13.5,310
1977,2021-02-15,2021-02-15,1,322,1,2.11,322
1978,2021-01-08,2021-01-08,1,360,1,7.77,360
1979,2021-11-16,2021-11-16,1,48,1,6.54,48
1980,2021-04-10,2021-04-10,1,268,1,3.42,268
1981,2021-02-11,2021-02-11,2,326,1,46.230000000000004,326
1982,2021-01-28,2021-02-07,2,330,2,11.23,340
1983,2021-01-12,2021-09-16,5,109,4,23.08,356
1984,2021-01-21,2021-01-21,3,347,1,7.24,347
1985,2021-01-08,2021-06-24,16,193,2,209.32,360
1986,2021-05-03,2021-05-03,2,245,1,14.05,245
1987,2021-03-26,2021-03-26,1,283,1,9.82,283
1988,2021-01-23,2021-02-06,4,331,2,23.6,345
1989,2021-05-30,2021-05-30,1,218,1,8.46,218
1990,2021-05-16,2021-05-16,2,232,1,14.18,232
1991,2021-01-11,2021-02-23,6,314,2,36,357
1992,2021-02-03,2021-02-03,1,334,1,44.8,334
1993,2021-07-28,2021-07-28,2,159,1,7.970000000000001,159
1994,2021-04-02,2021-04-02,1,276,1,13.5,276
1995,2021-01-07,2021-09-01,8,124,4,55.92,361
1996,2021-07-21,2021-07-21,1,166,1,7.44,166
1997,2021-01-04,2021-04-12,3,266,2,21.69,364
1998,2021-01-12,2021-02-13,3,324,2,13.74,356
1999,2021-04-05,2021-04-05,1,273,1,9,273
2000,2021-03-11,2021-03-11,2,298,1,2.86,298
2001,2021-02-22,2021-04-30,4,248,3,30.15,315
2002,2021-03-22,2021-04-04,6,274,2,44.94,287
2003,2021-04-12,2021-05-12,10,236,2,53.52,266
2004,2021-02-05,2021-02-13,10,324,3,78.18,332
2005,2021-02-26,2021-10-26,28,69,5,274.82,311
2006,2021-05-21,2021-05-21,1,227,1,10.37,227
2007,2021-01-20,2021-03-08,11,301,7,58.22,348
2008,2021-01-19,2021-01-19,1,349,1,4.02,349
2009,2021-02-23,2021-02-23,1,314,1,6.75,314
2010,2021-02-18,2021-02-18,12,319,1,149.92,319
2011,2021-01-12,2021-01-22,5,346,2,35.03,356
2012,2021-05-10,2021-05-10,3,238,1,28.97,238
2013,2021-02-04,2021-06-04,11,213,4,83.98,333
2014,2021-06-06,2021-06-06,2,211,1,3.44,211
2015,2021-01-05,2021-02-22,2,315,2,23.259999999999998,363
2016,2021-01-07,2021-08-19,36,137,7,132.3,361
2017,2021-03-22,2021-03-22,3,287,1,52.769999999999996,287
2018,2021-06-26,2021-06-26,1,191,1,12.4,191
2019,2021-02-15,2021-02-15,1,322,1,24.13,322
2020,2021-07-31,2021-07-31,3,156,1,27.21,156
2021,2021-03-09,2021-03-09,6,300,1,81.36,300
2022,2021-01-05,2021-02-22,4,315,2,5.62,363
2023,2021-02-13,2021-02-13,1,324,1,2.66,324
2024,2021-01-24,2021-01-24,1,344,1,2.11,344
2025,2021-06-16,2021-06-16,6,201,1,60.510000000000005,201
2026,2021-02-17,2021-03-17,2,292,2,19.58,320
2027,2021-01-28,2021-04-02,4,276,2,42.519999999999996,340
2028,2021-03-02,2021-03-02,3,307,1,13.66,307
2029,2021-03-03,2021-03-03,1,306,1,6.35,306
2030,2021-05-13,2021-05-13,2,235,1,5.19,235
2031,2021-04-08,2021-04-08,1,270,1,5.87,270
2032,2021-04-25,2021-04-25,1,253,1,7.5,253
2033,2021-08-25,2021-08-25,1,131,1,6.9,131
2034,2021-02-06,2021-03-15,4,294,4,28.6,331
2035,2021-02-16,2021-02-16,2,321,1,30.39,321
2036,2021-03-06,2021-03-06,2,303,1,24.45,303
2037,2021-04-17,2021-04-17,1,261,1,10.88,261
2038,2021-03-13,2021-03-13,1,296,1,5.38,296
2039,2021-04-22,2021-04-22,1,256,1,57.9,256
2040,2021-10-15,2021-10-15,2,80,1,189.19,80
2041,2021-02-23,2021-04-05,4,273,2,31.669999999999998,314
2042,2021-01-15,2021-01-15,5,353,1,28.67,353
2043,2021-02-22,2021-03-20,9,289,2,317.80999999999995,315
2044,2021-02-12,2021-02-12,4,325,1,57.19,325
2045,2021-02-17,2021-02-17,2,320,1,6.23,320
2046,2021-03-11,2021-03-11,2,298,1,5.74,298
2047,2021-03-05,2021-03-21,2,288,2,10.02,304
2048,2021-06-04,2021-06-04,6,213,1,61.9,213
2049,2021-05-15,2021-05-15,4,233,1,20.68,233
2050,2021-02-03,2021-09-17,13,108,7,88.66,334
2051,2021-08-05,2021-08-05,9,151,1,131.31,151
